tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,d1_ATP,d1_Date,d1_Series,d1_Court,d1_Surface,d1_Round,d1_Best of,d1_WRank,d1_LRank,d1_WPts,d1_LPts,d1_W1,d1_L1,d1_W2,d1_L2,d1_W3,d1_L3,d1_W4,d1_L4,d1_W5,d1_L5,d1_Wsets,d1_Lsets,d1_Comment,d1_B365W,d1_B365L,d1_PSW,d1_PSL,d1_MaxW,d1_MaxL,d1_AvgW,d1_AvgL
2024-560,Us Open,Hard,128,G,20240826,106,126845,,,Max Purcell,R,185.0,AUS,26.3,126846,,,Aleksandar Vukic,R,188.0,AUS,28.3,7-5 6-4 6-3,5,R128,135.0,9.0,4.0,107.0,53.0,39.0,33.0,16.0,3.0,4.0,15.0,5.0,93.0,48.0,32.0,22.0,15.0,5.0,9.0,97,585,92.0,609.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,97,92.0,585,609.0,7.0,5.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,2.2,1.67,2.19,1.76,2.23,1.8,2.15,1.71
2024-560,Us Open,Hard,128,G,20240826,107,126205,14.0,,Tommy Paul,R,185.0,USA,27.2,132283,,,Lorenzo Sonego,R,191.0,ITA,29.2,6-4 6-2 5-7 6-2,5,R128,181.0,8.0,5.0,138.0,88.0,62.0,25.0,19.0,11.0,13.0,4.0,5.0,101.0,62.0,42.0,21.0,19.0,4.0,10.0,14,2985,48.0,1116.0,51,8/28/2024,Grand Slam,Outdoor,Hard,1st Round,5,14,48.0,2985,1116.0,6.0,4.0,6.0,2.0,5.0,7.0,6.0,2.0,,,3.0,1.0,Completed,1.22,4.33,1.24,4.65,1.26,4.65,1.23,4.26
2024-560,Us Open,Hard,128,G,20240826,108,106423,,,Thanasi Kokkinakis,R,193.0,AUS,28.3,126774,11.0,,Stefanos Tsitsipas,R,193.0,GRE,26.0,7-6(5) 4-6 6-3 7-5,5,R128,234.0,17.0,7.0,141.0,69.0,54.0,41.0,22.0,6.0,9.0,10.0,6.0,134.0,66.0,47.0,37.0,21.0,4.0,8.0,86,672,11.0,3425.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,86,11.0,672,3425.0,7.0,6.0,4.0,6.0,6.0,3.0,7.0,5.0,,,3.0,1.0,Completed,3.2,1.36,3.15,1.43,3.37,1.43,3.03,1.39
2024-560,Us Open,Hard,128,G,20240826,109,132686,,,Nuno Borges,R,185.0,POR,27.5,105948,,,Federico Coria,R,180.0,ARG,32.4,6-2 6-4 6-1,5,R128,101.0,8.0,8.0,72.0,35.0,29.0,19.0,13.0,1.0,3.0,2.0,7.0,86.0,53.0,33.0,8.0,12.0,8.0,15.0,34,1325,79.0,714.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,34,79.0,1325,714.0,6.0,2.0,6.0,4.0,6.0,1.0,,,,,3.0,0.0,Completed,1.11,6.5,1.1,8.73,1.11,8.9,1.1,7.37
2024-560,Us Open,Hard,128,G,20240826,110,209262,,WC,Tristan Schoolkate,R,183.0,AUS,23.4,106121,,,Taro Daniel,R,191.0,JPN,31.5,4-6 4-6 6-4 7-6(6) 6-4,5,R128,230.0,18.0,7.0,154.0,94.0,73.0,30.0,26.0,4.0,8.0,8.0,6.0,161.0,90.0,68.0,37.0,26.0,5.0,9.0,193,308,88.0,639.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,193,88.0,308,639.0,4.0,6.0,4.0,6.0,6.0,4.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,2.38,1.57,2.53,1.59,2.53,1.62,2.4,1.58
2024-560,Us Open,Hard,128,G,20240826,111,210150,,,Jakub Mensik,R,193.0,CZE,18.9,200000,19.0,,Felix Auger Aliassime,R,193.0,CAN,24.0,6-2 6-4 6-2,5,R128,123.0,8.0,5.0,86.0,44.0,39.0,17.0,13.0,1.0,2.0,7.0,10.0,78.0,41.0,28.0,14.0,13.0,10.0,16.0,65,812,19.0,2170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-560,Us Open,Hard,128,G,20240826,112,207925,31.0,,Flavio Cobolli,R,183.0,ITA,22.3,105902,,,James Duckworth,R,183.0,AUS,32.5,6-1 4-6 6-4 6-4,5,R128,156.0,11.0,5.0,120.0,61.0,48.0,32.0,18.0,6.0,8.0,5.0,7.0,117.0,63.0,44.0,23.0,19.0,4.0,10.0,31,1418,70.0,764.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,31,70.0,1418,764.0,6.0,1.0,4.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.3,3.5,1.32,3.75,1.35,3.75,1.31,3.52
2024-560,Us Open,Hard,128,G,20240826,113,200267,,,Zizou Bergs,R,185.0,BEL,25.2,200303,,,Pavel Kotov,R,191.0,RUS,25.7,6-2 4-6 6-2 3-6 7-6(7),5,R128,263.0,8.0,5.0,148.0,86.0,60.0,30.0,23.0,6.0,12.0,9.0,6.0,174.0,100.0,65.0,33.0,24.0,14.0,22.0,80,697,60.0,864.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,80,60.0,697,864.0,6.0,2.0,4.0,6.0,6.0,2.0,3.0,6.0,7.0,6.0,3.0,2.0,Completed,1.8,2.0,1.75,2.21,1.8,2.21,1.75,2.09
2024-560,Us Open,Hard,128,G,20240826,114,206681,,,Fabian Marozsan,R,193.0,HUN,24.8,209098,,Q,Hamad Medjedovic,R,188.0,SRB,21.1,2-6 6-1 3-6 6-1 6-4,5,R128,196.0,18.0,10.0,133.0,75.0,57.0,32.0,21.0,6.0,9.0,17.0,9.0,132.0,81.0,62.0,20.0,21.0,10.0,15.0,51,1090,137.0,431.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,51,137.0,1090,431.0,2.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,1.73,2.1,1.79,2.14,1.79,2.2,1.74,2.11
2024-560,Us Open,Hard,128,G,20240826,115,106421,5.0,,Daniil Medvedev,R,198.0,RUS,28.5,105583,,,Dusan Lajovic,R,183.0,SRB,34.1,6-3 3-6 6-3 6-1,5,R128,153.0,14.0,11.0,125.0,70.0,53.0,26.0,17.0,6.0,8.0,1.0,2.0,107.0,70.0,45.0,18.0,17.0,5.0,11.0,5,6275,66.0,811.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,5,66.0,6275,811.0,6.0,3.0,3.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.04,13.0,1.06,14.11,1.07,14.11,1.04,11.51
2024-560,Us Open,Hard,128,G,20240826,116,207989,3.0,,Carlos Alcaraz,R,183.0,ESP,21.3,111454,,Q,Li Tu,R,183.0,AUS,28.2,6-2 4-6 6-3 6-1,5,R128,162.0,8.0,4.0,90.0,55.0,44.0,23.0,17.0,4.0,6.0,2.0,6.0,121.0,67.0,40.0,23.0,17.0,12.0,19.0,3,7360,186.0,322.0,51,8/28/2024,Grand Slam,Outdoor,Hard,1st Round,5,3,186.0,7360,322.0,6.0,2.0,4.0,6.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,1.0,51.0,1.01,47.27,1.01,53.38,1.0,26.03
2024-560,Us Open,Hard,128,G,20240826,117,122298,,,Botic Van De Zandschulp,R,191.0,NED,28.8,133430,,,Denis Shapovalov,L,185.0,CAN,25.3,6-4 7-5 6-4,5,R128,140.0,0.0,5.0,93.0,57.0,41.0,20.0,16.0,5.0,8.0,4.0,11.0,99.0,53.0,37.0,18.0,16.0,4.0,10.0,74,739,105.0,550.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,74,105.0,739,550.0,6.0,4.0,7.0,5.0,6.0,4.0,,,,,3.0,0.0,Completed,3.5,1.3,3.78,1.32,4.05,1.33,3.69,1.28
2024-560,Us Open,Hard,128,G,20240826,118,207680,,,Facundo Diaz Acosta,L,183.0,ARG,23.6,200384,,,Hugo Gaston,L,173.0,FRA,23.9,6-1 6-4 6-2,5,R128,107.0,3.0,2.0,68.0,41.0,31.0,20.0,13.0,3.0,4.0,2.0,4.0,76.0,35.0,19.0,18.0,12.0,5.0,11.0,64,827,63.0,830.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,64,63.0,827,830.0,6.0,1.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,2.38,1.57,2.33,1.68,2.4,1.68,2.29,1.63
2024-560,Us Open,Hard,128,G,20240826,119,207733,25.0,,Jack Draper,L,193.0,GBR,22.6,111190,,,Zhizhen Zhang,R,193.0,CHN,27.8,6-3 6-0 4-0 RET,5,R128,66.0,5.0,1.0,50.0,30.0,23.0,15.0,9.0,1.0,1.0,1.0,1.0,55.0,36.0,17.0,6.0,10.0,3.0,10.0,25,1695,41.0,1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-560,Us Open,Hard,128,G,20240826,120,105676,,,David Goffin,R,180.0,BEL,33.7,126214,22.0,,Alejandro Tabilo,L,188.0,CHI,27.2,7-6(7) 6-1 7-5,5,R128,141.0,16.0,9.0,99.0,57.0,44.0,19.0,16.0,4.0,7.0,9.0,8.0,117.0,59.0,42.0,22.0,15.0,13.0,19.0,78,725,21.0,1978.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,78,21.0,725,1978.0,7.0,6.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,2.2,1.67,2.35,1.67,2.35,1.68,2.27,1.65
2024-560,Us Open,Hard,128,G,20240826,121,105173,,,Adrian Mannarino,L,180.0,FRA,36.1,106432,,,Borna Coric,R,188.0,CRO,27.7,7-5 6-2 6-3,5,R128,138.0,4.0,3.0,85.0,40.0,32.0,25.0,15.0,4.0,6.0,7.0,5.0,77.0,37.0,26.0,18.0,14.0,3.0,9.0,42,1170,98.0,582.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,42,98.0,1170,582.0,7.0,5.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,3.75,1.29,3.66,1.33,3.75,1.35,3.49,1.31
2024-560,Us Open,Hard,128,G,20240826,122,207830,,,Tomas Machac,R,183.0,CZE,23.8,104926,,,Fabio Fognini,R,178.0,ITA,37.2,7-5 6-1 6-3,5,R128,106.0,8.0,5.0,82.0,45.0,35.0,24.0,14.0,6.0,7.0,3.0,8.0,76.0,36.0,25.0,15.0,14.0,1.0,7.0,39,1224,71.0,759.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,39,71.0,1224,759.0,7.0,5.0,6.0,1.0,6.0,3.0,,,,,3.0,0.0,Completed,1.2,4.5,1.24,4.54,1.26,4.54,1.23,4.24
2024-560,Us Open,Hard,128,G,20240826,123,200624,16.0,,Sebastian Korda,R,196.0,USA,24.1,144895,,,Corentin Moutet,L,180.0,FRA,25.3,7-6(3) 6-1 6-0,5,R128,133.0,3.0,2.0,85.0,49.0,38.0,20.0,13.0,6.0,7.0,1.0,5.0,87.0,47.0,28.0,16.0,12.0,7.0,13.0,16,2545,69.0,780.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,16,69.0,2545,780.0,7.0,6.0,6.0,1.0,6.0,0.0,,,,,3.0,0.0,Completed,1.22,4.33,1.23,4.74,1.25,4.74,1.22,4.37
2024-560,Us Open,Hard,128,G,20240826,124,200282,10.0,,Alex De Minaur,R,183.0,AUS,25.5,106218,,,Marcos Giron,R,180.0,USA,31.0,6-3 6-4 5-7 6-4,5,R128,210.0,9.0,12.0,139.0,57.0,38.0,48.0,21.0,9.0,13.0,2.0,6.0,138.0,68.0,43.0,34.0,20.0,8.0,14.0,10,3435,46.0,1150.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,10,46.0,3435,1150.0,6.0,3.0,6.0,4.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.29,3.75,1.26,4.34,1.31,4.34,1.26,3.92
2024-560,Us Open,Hard,128,G,20240826,125,202261,,Q,Otto Virtanen,R,193.0,FIN,23.1,111460,,Q,Quentin Halys,R,191.0,FRA,27.8,6-3 6-3 6-7(4) 6-2,5,R128,163.0,10.0,4.0,104.0,57.0,49.0,31.0,19.0,2.0,2.0,18.0,12.0,142.0,80.0,58.0,26.0,19.0,11.0,16.0,125,476,119.0,498.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,125,119.0,476,498.0,6.0,3.0,6.0,3.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,2.0,1.8,2.11,1.81,2.19,1.82,2.06,1.78
2024-560,Us Open,Hard,128,G,20240826,126,208363,,,Mariano Navone,R,178.0,ARG,23.4,127157,,,Daniel Altmaier,R,188.0,GER,25.9,1-6 6-2 6-4 6-1,5,R128,157.0,2.0,4.0,104.0,55.0,39.0,25.0,16.0,4.0,7.0,6.0,7.0,104.0,63.0,48.0,12.0,16.0,7.0,13.0,36,1303,89.0,637.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,36,89.0,1303,637.0,1.0,6.0,6.0,2.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,2.38,1.57,2.34,1.68,2.4,1.72,2.29,1.63
2024-560,Us Open,Hard,128,G,20240826,127,105554,,,Daniel Evans,R,175.0,GBR,34.2,111575,23.0,,Karen Khachanov,R,198.0,RUS,28.2,6-7(6) 7-6(2) 7-6(4) 4-6 6-4,5,R128,335.0,14.0,12.0,208.0,108.0,80.0,47.0,28.0,15.0,23.0,13.0,7.0,184.0,103.0,66.0,44.0,28.0,10.0,18.0,184,324,22.0,1930.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,184,22.0,324,1930.0,6.0,7.0,7.0,6.0,7.0,6.0,4.0,6.0,6.0,4.0,3.0,2.0,Completed,4.33,1.22,4.56,1.24,4.56,1.26,4.32,1.22
2024-560,Us Open,Hard,128,G,20240826,128,208286,30.0,,Matteo Arnaldi,R,185.0,ITA,23.5,208260,,WC,Zachary Svajda,R,175.0,USA,21.7,6-3 6-2 6-1,5,R128,104.0,12.0,6.0,89.0,49.0,41.0,16.0,12.0,8.0,9.0,1.0,4.0,70.0,33.0,19.0,15.0,12.0,5.0,12.0,30,1470,102.0,554.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,30,102.0,1470,554.0,6.0,3.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.3,3.5,1.38,3.33,1.41,3.6,1.33,3.35
2024-560,Us Open,Hard,128,G,20240826,129,126128,,,Roman Safiullin,R,185.0,RUS,27.0,212733,,WC,Matthew Forbes,U,,USA,18.3,6-4 7-6(2) 6-2,5,R128,148.0,7.0,5.0,103.0,61.0,47.0,22.0,15.0,9.0,11.0,5.0,7.0,112.0,73.0,45.0,15.0,15.0,9.0,14.0,57,910,1848.0,1.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,57,1848.0,910,1.0,6.0,4.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,34.0,1.02,37.61,1.02,37.61,1.01,22.15
2024-560,Us Open,Hard,128,G,20240826,130,111442,,,Jordan Thompson,R,183.0,AUS,30.3,106005,,,Constant Lestienne,R,180.0,FRA,32.2,6-1 6-3 6-2,5,R128,119.0,11.0,0.0,81.0,51.0,39.0,18.0,12.0,7.0,7.0,1.0,6.0,78.0,44.0,27.0,11.0,12.0,10.0,16.0,32,1376,111.0,527.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,32,111.0,1376,527.0,6.0,1.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.13,6.0,1.14,6.7,1.15,6.7,1.13,6.07
2024-560,Us Open,Hard,128,G,20240826,131,128034,7.0,,Hubert Hurkacz,R,196.0,POL,27.5,207608,,Q,Timofey Skatov,R,175.0,KAZ,23.5,6-3 7-6(4) 7-6(3),5,R128,175.0,27.0,5.0,106.0,56.0,48.0,26.0,17.0,2.0,4.0,3.0,7.0,135.0,77.0,54.0,26.0,16.0,6.0,9.0,7,4055,188.0,315.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,7,188.0,4055,315.0,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.14,5.5,1.16,6.27,1.17,6.27,1.15,5.65
2024-560,Us Open,Hard,128,G,20240826,132,134770,8.0,,Casper Ruud,R,183.0,NOR,25.6,207352,,Q,Bu Yunchaokete,R,185.0,CHN,22.6,7-6(2) 6-2 6-2,5,R128,134.0,14.0,6.0,79.0,42.0,37.0,21.0,14.0,1.0,3.0,11.0,2.0,92.0,46.0,31.0,15.0,14.0,3.0,9.0,8,3855,123.0,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-560,Us Open,Hard,128,G,20240826,133,104792,,,Gael Monfils,R,193.0,FRA,37.9,106043,,Q,Diego Schwartzman,R,170.0,ARG,32.0,6-7(2) 6-2 6-2 6-1,5,R128,162.0,16.0,5.0,121.0,65.0,51.0,30.0,17.0,5.0,6.0,2.0,2.0,115.0,73.0,39.0,21.0,18.0,8.0,16.0,45,1155,244.0,236.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,45,244.0,1155,236.0,6.0,7.0,6.0,2.0,6.0,2.0,6.0,1.0,,,3.0,1.0,Completed,1.2,4.5,1.21,5.01,1.24,5.01,1.2,4.53
2024-560,Us Open,Hard,128,G,20240826,134,106148,,,Roberto Carballes Baena,R,183.0,ESP,31.4,123828,,Q,Jan Choinski,R,196.0,GBR,28.2,6-2 6-3 5-7 6-7(5) 6-3,5,R128,271.0,18.0,8.0,168.0,85.0,67.0,45.0,26.0,14.0,17.0,9.0,5.0,165.0,102.0,71.0,30.0,24.0,12.0,18.0,55,916,276.0,199.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,55,276.0,916,199.0,6.0,2.0,6.0,3.0,5.0,7.0,6.0,7.0,6.0,3.0,3.0,2.0,Completed,1.5,2.63,1.47,2.89,1.51,2.89,1.48,2.66
2024-560,Us Open,Hard,128,G,20240826,135,209992,,,Juncheng Shang,L,180.0,CHN,19.5,122330,27.0,,Alexander Bublik,R,196.0,KAZ,27.1,6-4 3-6 5-7 6-3 6-4,5,R128,214.0,4.0,8.0,144.0,86.0,62.0,34.0,25.0,6.0,11.0,22.0,10.0,151.0,81.0,67.0,29.0,25.0,9.0,15.0,72,754,27.0,1650.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,72,27.0,754,1650.0,6.0,4.0,3.0,6.0,5.0,7.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,1.67,2.2,1.71,2.27,1.74,2.33,1.67,2.2
2024-560,Us Open,Hard,128,G,20240826,136,200005,17.0,,Ugo Humbert,L,188.0,FRA,26.1,106329,,,Thiago Monteiro,L,183.0,BRA,30.2,6-3 6-4 6-4,5,R128,137.0,16.0,4.0,83.0,50.0,40.0,19.0,15.0,1.0,2.0,6.0,6.0,90.0,59.0,37.0,16.0,14.0,12.0,16.0,17,2330,75.0,739.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,17,75.0,2330,739.0,6.0,3.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.13,6.0,1.13,7.11,1.15,7.11,1.13,6.21
2024-560,Us Open,Hard,128,G,20240826,137,207681,,,Francisco Comesana,R,178.0,ARG,23.8,208502,,,Dominic Stricker,L,183.0,SUI,22.0,4-6 6-3 7-6(4) 6-3,5,R128,186.0,10.0,6.0,144.0,86.0,67.0,25.0,21.0,8.0,12.0,7.0,10.0,123.0,51.0,39.0,35.0,19.0,3.0,8.0,108,532,169.0,345.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,108,169.0,532,345.0,4.0,6.0,6.0,3.0,7.0,6.0,6.0,3.0,,,3.0,1.0,Completed,3.2,1.36,3.45,1.36,3.47,1.41,3.17,1.36
2024-560,Us Open,Hard,128,G,20240826,138,126610,,,Matteo Berrettini,R,196.0,ITA,28.3,105077,,,Albert Ramos,L,188.0,ESP,36.6,7-6(2) 6-2 6-3,5,R128,141.0,16.0,6.0,83.0,48.0,42.0,20.0,14.0,1.0,2.0,1.0,4.0,105.0,57.0,34.0,29.0,15.0,4.0,9.0,44,1160,122.0,483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-560,Us Open,Hard,128,G,20240826,139,126203,12.0,,Taylor Fritz,R,196.0,USA,26.8,200116,,,Camilo Ugo Carabelli,R,185.0,ARG,25.1,7-5 6-1 6-2,5,R128,111.0,10.0,2.0,76.0,41.0,33.0,20.0,14.0,2.0,4.0,1.0,7.0,79.0,30.0,19.0,20.0,13.0,4.0,11.0,12,3120,93.0,608.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,12,93.0,3120,608.0,7.0,5.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.01,29.0,1.02,36.25,1.02,36.25,1.01,20.24
2024-560,Us Open,Hard,128,G,20240826,140,206909,,,Brandon Nakashima,R,188.0,USA,23.0,208029,15.0,,Holger Rune,R,188.0,DEN,21.3,6-2 6-1 6-4,5,R128,115.0,11.0,1.0,73.0,49.0,41.0,15.0,13.0,6.0,6.0,2.0,5.0,84.0,33.0,23.0,21.0,12.0,8.0,13.0,50,1105,15.0,2780.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,50,15.0,1105,2780.0,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,2.5,1.53,2.65,1.55,2.67,1.61,2.54,1.52
2024-560,Us Open,Hard,128,G,20240826,141,209070,,,Arthur Cazaux,R,183.0,FRA,22.0,105807,,,Pablo Carreno Busta,R,188.0,ESP,33.1,6-1 6-3 6-3,5,R128,132.0,11.0,1.0,74.0,35.0,29.0,21.0,13.0,3.0,5.0,1.0,5.0,73.0,42.0,25.0,9.0,12.0,2.0,9.0,91,609,213.0,277.0,51,8/27/2024,Grand Slam,Outdoor,Hard,1st Round,5,91,213.0,609,277.0,6.0,1.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,2.38,1.57,2.47,1.61,2.47,1.64,2.38,1.58
2024-560,Us Open,Hard,128,G,20240826,142,200175,,,Miomir Kecmanovic,R,183.0,SRB,24.9,106415,,,Yoshihito Nishioka,L,170.0,JPN,28.9,7-6(2) 2-6 5-7 7-5 1-0 RET,5,R128,216.0,6.0,9.0,145.0,86.0,56.0,28.0,24.0,7.0,16.0,8.0,5.0,150.0,78.0,51.0,36.0,22.0,8.0,15.0,54,940,53.0,974.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-560,Us Open,Hard,128,G,20240826,143,207518,18.0,,Lorenzo Musetti,R,185.0,ITA,22.4,124187,,,Reilly Opelka,R,211.0,USA,26.9,7-6(3) 1-6 6-1 7-5,5,R128,174.0,7.0,6.0,114.0,57.0,43.0,36.0,19.0,3.0,6.0,23.0,10.0,135.0,81.0,59.0,21.0,19.0,7.0,11.0,18,2255,324.0,157.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,18,324.0,2255,157.0,7.0,6.0,1.0,6.0,6.0,1.0,7.0,5.0,,,3.0,1.0,Completed,1.44,2.75,1.4,3.22,1.46,3.22,1.42,2.9
2024-560,Us Open,Hard,128,G,20240826,144,202103,29.0,,Francisco Cerundolo,R,185.0,ARG,26.0,124116,,,Sebastian Ofner,R,191.0,AUT,28.2,5-7 6-4 6-4 6-2,5,R128,146.0,5.0,11.0,116.0,65.0,48.0,28.0,20.0,3.0,6.0,12.0,9.0,123.0,67.0,47.0,25.0,20.0,5.0,11.0,29,1495,58.0,904.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,29,58.0,1495,904.0,5.0,7.0,6.0,4.0,6.0,4.0,6.0,2.0,,,3.0,1.0,Completed,1.36,3.2,1.37,3.38,1.39,3.45,1.35,3.2
2024-560,Us Open,Hard,128,G,20240826,145,144869,,,Tomas Martin Etcheverry,R,196.0,ARG,25.1,208659,,,Giovanni Mpetshi Perricard,R,203.0,FRA,21.1,6-4 6-2 6-3,5,R128,118.0,10.0,0.0,62.0,45.0,39.0,14.0,13.0,0.0,0.0,15.0,14.0,97.0,52.0,36.0,18.0,14.0,9.0,14.0,33,1335,52.0,1062.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-560,Us Open,Hard,128,G,20240826,146,124186,,WC,Alexandre Muller,R,183.0,FRA,27.5,200443,,,Adam Walton,R,183.0,AUS,25.3,3-6 7-6(7) 6-3 6-4,5,R128,183.0,14.0,3.0,144.0,97.0,71.0,21.0,21.0,9.0,13.0,11.0,4.0,116.0,74.0,54.0,21.0,19.0,1.0,5.0,77,732,95.0,601.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,77,95.0,732,601.0,3.0,6.0,7.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.5,2.63,1.47,2.91,1.5,2.91,1.46,2.73
2024-560,Us Open,Hard,128,G,20240826,147,100644,4.0,,Alexander Zverev,R,198.0,GER,27.3,109739,,LL,Maximilian Marterer,L,188.0,GER,29.1,6-2 6-7(5) 6-3 6-2,5,R128,173.0,21.0,6.0,115.0,68.0,54.0,27.0,19.0,6.0,7.0,7.0,5.0,117.0,74.0,45.0,21.0,18.0,10.0,16.0,4,7035,100.0,561.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,4,100.0,7035,561.0,6.0,2.0,6.0,7.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.03,17.0,1.02,27.72,1.04,27.72,1.02,15.86
2024-560,Us Open,Hard,128,G,20240826,148,126094,6.0,,Andrey Rublev,R,188.0,RUS,26.8,205734,,,Thiago Seyboth Wild,R,185.0,BRA,24.4,6-3 7-6(3) 7-5,5,R128,140.0,16.0,4.0,86.0,52.0,41.0,27.0,16.0,1.0,2.0,6.0,8.0,105.0,54.0,38.0,27.0,17.0,2.0,6.0,6,4805,68.0,790.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,6,68.0,4805,790.0,6.0,3.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,1.08,8.0,1.1,8.64,1.1,8.64,1.09,7.85
2024-560,Us Open,Hard,128,G,20240826,149,126239,,,Arthur Rinderknech,R,196.0,FRA,29.0,111153,,WC,Christopher Eubanks,R,201.0,USA,28.3,6-4 4-6 3-6 6-3 7-6(8),5,R128,229.0,21.0,4.0,146.0,88.0,70.0,37.0,25.0,2.0,4.0,17.0,7.0,173.0,111.0,85.0,33.0,25.0,7.0,9.0,56,915,106.0,545.0,51,8/26/2024,Grand Slam,Outdoor,Hard,1st Round,5,56,106.0,915,545.0,6.0,4.0,4.0,6.0,3.0,6.0,6.0,3.0,7.0,6.0,3.0,2.0,Completed,1.67,2.2,1.67,2.35,1.71,2.35,1.67,2.22
