tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,d1_ATP,d1_Date,d1_Series,d1_Court,d1_Surface,d1_Round,d1_Best of,d1_WRank,d1_LRank,d1_WPts,d1_LPts,d1_W1,d1_L1,d1_W2,d1_L2,d1_W3,d1_L3,d1_W4,d1_L4,d1_W5,d1_L5,d1_Wsets,d1_Lsets,d1_Comment,d1_B365W,d1_B365L,d1_PSW,d1_PSL,d1_MaxW,d1_MaxL,d1_AvgW,d1_AvgL
2024-0404,Indian Wells Masters,Hard,128,M,20240304,252,208103,32.0,,Jiri Lehecka,R,185.0,CZE,22.3,206909,,WC,Brandon Nakashima,R,188.0,USA,22.5,3-6 6-3 6-4,3,R64,135.0,8.0,5.0,91.0,60.0,41.0,17.0,14.0,2.0,5.0,4.0,1.0,89.0,50.0,31.0,22.0,14.0,2.0,6.0,32,1260,93.0,645.0,19,3/9/2024,Masters 1000,Outdoor,Hard,2nd Round,3,32,93.0,1260,645.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.0,1.87,2.03,1.9,2.03,1.83,1.98
2024-0404,Indian Wells Masters,Hard,128,M,20240304,251,126207,18.0,,Frances Tiafoe,R,188.0,USA,26.1,105583,,,Dusan Lajovic,R,183.0,SRB,33.6,6-3 6-3,3,R64,77.0,7.0,4.0,61.0,35.0,28.0,11.0,9.0,4.0,5.0,3.0,0.0,66.0,44.0,27.0,9.0,9.0,3.0,7.0,18,2115,56.0,927.0,19,3/9/2024,Masters 1000,Outdoor,Hard,2nd Round,3,18,56.0,2115,927.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.54,2.64,1.54,2.75,1.5,2.6
2024-0404,Indian Wells Masters,Hard,128,M,20240304,250,126774,11.0,,Stefanos Tsitsipas,R,193.0,GRE,25.5,106298,,Q,Lucas Pouille,R,185.0,FRA,30.0,6-3 6-2,3,R64,68.0,8.0,2.0,41.0,24.0,22.0,10.0,8.0,0.0,0.0,4.0,2.0,56.0,28.0,20.0,10.0,9.0,3.0,7.0,11,3170,273.0,202.0,19,3/8/2024,Masters 1000,Outdoor,Hard,2nd Round,3,11,273.0,3170,202.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,5.92,1.17,5.92,1.15,5.44
2024-0404,Indian Wells Masters,Hard,128,M,20240304,249,210097,16.0,,Ben Shelton,L,193.0,USA,21.4,210150,,WC,Jakub Mensik,R,193.0,CZE,18.5,4-6 6-3 6-4,3,R64,120.0,8.0,5.0,83.0,56.0,46.0,13.0,15.0,3.0,5.0,7.0,4.0,91.0,50.0,37.0,19.0,14.0,3.0,6.0,16,2145,81.0,751.0,19,3/9/2024,Masters 1000,Outdoor,Hard,2nd Round,3,16,81.0,2145,751.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.63,1.5,2.77,1.5,2.77,1.48,2.66
2024-0404,Indian Wells Masters,Hard,128,M,20240304,248,202103,22.0,,Francisco Cerundolo,R,185.0,ARG,25.5,207686,,,Alexander Shevchenko,R,185.0,KAZ,23.2,6-2 3-1 RET,3,R64,45.0,1.0,2.0,36.0,23.0,18.0,7.0,6.0,0.0,0.0,1.0,1.0,30.0,12.0,8.0,7.0,6.0,0.0,3.0,22,1840,51.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-0404,Indian Wells Masters,Hard,128,M,20240304,247,105526,25.0,,Jan Lennard Struff,R,193.0,GER,33.8,106432,,,Borna Coric,R,188.0,CRO,27.3,6-7(3) 6-2 7-6(9),3,R64,178.0,9.0,4.0,113.0,53.0,42.0,32.0,16.0,5.0,7.0,15.0,2.0,123.0,69.0,49.0,27.0,16.0,11.0,15.0,25,1531,35.0,1194.0,19,3/9/2024,Masters 1000,Outdoor,Hard,2nd Round,3,25,35.0,1531,1194.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.3,1.62,2.28,1.69,2.33,1.69,2.27,1.64
2024-0404,Indian Wells Masters,Hard,128,M,20240304,246,206173,3.0,,Jannik Sinner,R,191.0,ITA,22.5,106423,,,Thanasi Kokkinakis,R,193.0,AUS,27.8,6-3 6-0,3,R64,81.0,3.0,0.0,47.0,29.0,22.0,13.0,8.0,1.0,1.0,7.0,2.0,44.0,26.0,15.0,5.0,7.0,2.0,6.0,3,8270,99.0,609.0,19,3/8/2024,Masters 1000,Outdoor,Hard,2nd Round,3,3,99.0,8270,609.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.07,11.05,1.1,11.05,1.07,9.1
2024-0404,Indian Wells Masters,Hard,128,M,20240304,245,100644,6.0,,Alexander Zverev,R,198.0,GER,26.8,106331,,,Christopher Oconnell,R,183.0,AUS,29.7,6-4 6-4,3,R64,116.0,3.0,3.0,65.0,37.0,28.0,17.0,10.0,5.0,6.0,7.0,2.0,70.0,35.0,20.0,20.0,10.0,6.0,9.0,6,4950,66.0,819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-0404,Indian Wells Masters,Hard,128,M,20240304,244,134868,27.0,,Tallon Griekspoor,R,188.0,NED,27.6,105870,,,Yannick Hanfmann,R,193.0,GER,32.3,6-3 6-3,3,R64,76.0,6.0,2.0,50.0,27.0,22.0,15.0,9.0,0.0,0.0,1.0,3.0,55.0,37.0,23.0,9.0,9.0,3.0,6.0,27,1445,57.0,920.0,19,3/9/2024,Masters 1000,Outdoor,Hard,2nd Round,3,27,57.0,1445,920.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.96,1.45,3.15,1.4,2.94
2024-0404,Indian Wells Masters,Hard,128,M,20240304,243,122330,20.0,,Alexander Bublik,R,196.0,KAZ,26.7,209992,,Q,Juncheng Shang,L,180.0,CHN,19.0,6-4 6-1,3,R64,63.0,10.0,2.0,57.0,37.0,28.0,10.0,9.0,3.0,4.0,0.0,1.0,44.0,29.0,17.0,6.0,8.0,1.0,5.0,20,1984,139.0,465.0,19,3/9/2024,Masters 1000,Outdoor,Hard,2nd Round,3,20,139.0,1984,465.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.68,2.31,1.68,2.31,1.65,2.24
2024-0404,Indian Wells Masters,Hard,128,M,20240304,242,200282,10.0,,Alex De Minaur,R,183.0,AUS,25.0,106121,,,Taro Daniel,R,191.0,JPN,31.0,6-1 6-2,3,R64,58.0,3.0,1.0,41.0,22.0,18.0,12.0,7.0,1.0,1.0,1.0,3.0,43.0,27.0,14.0,3.0,8.0,1.0,6.0,10,3210,76.0,773.0,19,3/8/2024,Masters 1000,Outdoor,Hard,2nd Round,3,10,76.0,3210,773.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.09,9.35,1.11,9.35,1.07,8.44
2024-0404,Indian Wells Masters,Hard,128,M,20240304,241,205734,,Q,Thiago Seyboth Wild,R,185.0,BRA,23.9,111575,15.0,,Karen Khachanov,R,198.0,RUS,27.7,6-1 7-5,3,R64,83.0,6.0,2.0,57.0,39.0,34.0,8.0,10.0,1.0,1.0,3.0,1.0,58.0,31.0,22.0,12.0,9.0,1.0,4.0,65,820,15.0,2300.0,19,3/9/2024,Masters 1000,Outdoor,Hard,2nd Round,3,65,15.0,820,2300.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.75,1.29,3.97,1.29,3.98,1.32,3.67,1.29
2024-0404,Indian Wells Masters,Hard,128,M,20240304,240,206681,,,Fabian Marozsan,R,193.0,HUN,24.4,111797,24.0,,Nicolas Jarry,R,201.0,CHI,28.3,3-6 7-5 6-4,3,R64,159.0,4.0,2.0,95.0,61.0,45.0,17.0,16.0,3.0,6.0,12.0,9.0,120.0,63.0,48.0,23.0,15.0,10.0,13.0,58,914,24.0,1575.0,19,3/8/2024,Masters 1000,Outdoor,Hard,2nd Round,3,58,24.0,914,1575.0,3.0,6.0,7.0,5.0,6.0,4.0,,,,,2.0,1.0,Completed,2.2,1.67,2.23,1.72,2.23,1.72,2.19,1.68
2024-0404,Indian Wells Masters,Hard,128,M,20240304,239,200000,31.0,,Felix Auger Aliassime,R,193.0,CAN,23.5,106005,,Q,Constant Lestienne,R,180.0,FRA,31.7,6-4 6-1,3,R64,88.0,4.0,6.0,47.0,27.0,23.0,11.0,8.0,3.0,3.0,1.0,4.0,69.0,35.0,21.0,15.0,9.0,6.0,10.0,31,1295,100.0,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-0404,Indian Wells Masters,Hard,128,M,20240304,238,207989,2.0,,Carlos Alcaraz,R,183.0,ESP,20.8,208286,,,Matteo Arnaldi,R,185.0,ITA,23.0,6-7(5) 6-0 6-1,3,R64,134.0,2.0,1.0,76.0,43.0,37.0,18.0,13.0,3.0,4.0,3.0,0.0,92.0,52.0,31.0,17.0,12.0,7.0,13.0,2,8805,40.0,1091.0,19,3/9/2024,Masters 1000,Outdoor,Hard,2nd Round,3,2,40.0,8805,1091.0,6.0,7.0,6.0,0.0,6.0,1.0,,,,,2.0,1.0,Completed,1.1,7.0,1.14,6.75,1.14,7.03,1.11,6.53
2024-0404,Indian Wells Masters,Hard,128,M,20240304,236,126846,,,Aleksandar Vukic,R,188.0,AUS,27.9,208278,,Q,Shintaro Mochizuki,R,175.0,JPN,20.7,7-6(4) 7-6(6),3,R128,114.0,6.0,1.0,82.0,46.0,30.0,25.0,12.0,3.0,5.0,5.0,5.0,80.0,38.0,29.0,22.0,12.0,1.0,3.0,69,801,149.0,448.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,69,149.0,801,448.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.91,1.91,2.0,1.89,2.0,1.95,1.9,1.91
2024-0404,Indian Wells Masters,Hard,128,M,20240304,235,111190,,,Zhizhen Zhang,R,193.0,CHN,27.3,206499,,WC,Aleksandar Kovacevic,R,183.0,USA,25.5,6-7(2) 6-3 7-5,3,R128,153.0,12.0,4.0,104.0,53.0,41.0,30.0,17.0,4.0,5.0,13.0,10.0,104.0,53.0,43.0,26.0,16.0,6.0,9.0,50,1006,92.0,654.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,50,92.0,1006,654.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.62,2.3,1.61,2.46,1.65,2.46,1.62,2.31
2024-0404,Indian Wells Masters,Hard,128,M,20240304,232,210506,,,Alex Michelsen,R,193.0,USA,19.5,144719,,,Jaume Munar,R,183.0,ESP,26.8,6-2 6-3,3,R128,94.0,4.0,0.0,66.0,47.0,34.0,10.0,9.0,2.0,2.0,1.0,3.0,60.0,34.0,20.0,12.0,8.0,3.0,6.0,80,754,75.0,776.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,80,75.0,754,776.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.41,3.1,1.44,3.2,1.39,2.98
2024-0404,Indian Wells Masters,Hard,128,M,20240304,231,200516,,WC,Patrick Kypson,R,188.0,USA,24.3,210319,,Q,Ethan Quinn,R,191.0,USA,19.9,6-1 7-6(1),3,R128,95.0,10.0,0.0,63.0,47.0,38.0,10.0,10.0,2.0,2.0,5.0,4.0,63.0,37.0,30.0,7.0,9.0,3.0,5.0,151,443,284.0,196.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,151,284.0,443,196.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.68,2.31,1.68,2.31,1.65,2.24
2024-0404,Indian Wells Masters,Hard,128,M,20240304,228,127760,,Q,Lukas Klein,R,193.0,SVK,25.9,134457,,Q,Nicolas Moreno De Alboran,R,185.0,USA,26.6,7-6(8) 6-4,3,R128,105.0,6.0,4.0,75.0,41.0,37.0,17.0,11.0,4.0,5.0,4.0,3.0,79.0,51.0,36.0,15.0,11.0,1.0,3.0,141,459,166.0,387.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,141,166.0,459,387.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.57,2.54,1.59,2.54,1.56,2.41
2024-0404,Indian Wells Masters,Hard,128,M,20240304,227,209950,,,Arthur Fils,R,185.0,FRA,19.7,132686,,,Nuno Borges,R,185.0,POR,27.0,7-6(5) 6-2,3,R128,96.0,4.0,0.0,71.0,45.0,35.0,13.0,10.0,2.0,3.0,2.0,3.0,64.0,25.0,20.0,19.0,10.0,2.0,5.0,43,1078,60.0,887.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,43,60.0,1078,887.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.77,2.16,1.77,2.16,1.75,2.1
2024-0404,Indian Wells Masters,Hard,128,M,20240304,224,132283,,,Lorenzo Sonego,R,191.0,ITA,28.8,200175,,,Miomir Kecmanovic,R,183.0,SRB,24.5,7-6(1) 6-4,3,R128,90.0,12.0,2.0,61.0,39.0,37.0,11.0,11.0,1.0,2.0,0.0,1.0,62.0,35.0,20.0,21.0,11.0,2.0,4.0,55,935,47.0,1030.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,55,47.0,935,1030.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.31,1.68,2.31,1.8,2.13,1.72
2024-0404,Indian Wells Masters,Hard,128,M,20240304,223,104792,,,Gael Monfils,R,193.0,FRA,37.5,126845,,,Max Purcell,R,185.0,AUS,25.9,6-1 6-2,3,R128,70.0,10.0,1.0,53.0,32.0,25.0,12.0,8.0,1.0,1.0,0.0,5.0,54.0,27.0,18.0,8.0,7.0,4.0,8.0,54,937,71.0,796.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,54,71.0,937,796.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.34,3.51,1.34,3.75,1.31,3.46
2024-0404,Indian Wells Masters,Hard,128,M,20240304,220,106148,,,Roberto Carballes Baena,R,183.0,ESP,30.9,207925,,,Flavio Cobolli,R,183.0,ITA,21.8,6-4 6-4,3,R128,100.0,0.0,1.0,70.0,50.0,32.0,11.0,10.0,3.0,5.0,4.0,6.0,62.0,31.0,22.0,12.0,10.0,4.0,8.0,64,831,62.0,880.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,64,62.0,831,880.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.1,1.41,3.2,1.41,3.0,1.39
2024-0404,Indian Wells Masters,Hard,128,M,20240304,219,126128,,,Roman Safiullin,R,185.0,RUS,26.5,105554,,,Daniel Evans,R,175.0,GBR,33.7,6-1 5-7 6-2,3,R128,116.0,11.0,5.0,78.0,46.0,35.0,18.0,14.0,3.0,5.0,3.0,8.0,79.0,40.0,28.0,15.0,13.0,7.0,12.0,42,1080,45.0,1066.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,42,45.0,1080,1066.0,6.0,1.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.74,2.2,1.74,2.3,1.68,2.18
2024-0404,Indian Wells Masters,Hard,128,M,20240304,216,207830,,,Tomas Machac,R,183.0,CZE,23.3,104527,,,Stan Wawrinka,R,183.0,SUI,38.9,7-6(3) 4-6 6-2,3,R128,125.0,2.0,2.0,86.0,49.0,33.0,22.0,15.0,2.0,6.0,3.0,2.0,92.0,51.0,35.0,17.0,15.0,2.0,7.0,63,868,70.0,797.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,63,70.0,868,797.0,7.0,6.0,4.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.5,2.63,1.55,2.6,1.55,2.63,1.52,2.54
2024-0404,Indian Wells Masters,Hard,128,M,20240304,215,124186,,,Alexandre Muller,R,183.0,FRA,27.0,126409,,Q,Hugo Grenier,R,196.0,FRA,27.9,7-6(5) 7-5,3,R128,119.0,5.0,0.0,76.0,45.0,30.0,21.0,12.0,2.0,4.0,11.0,3.0,77.0,45.0,37.0,9.0,12.0,10.0,13.0,88,689,146.0,455.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,88,146.0,689,455.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.89,2.0,1.89,2.02,1.82,1.98
2024-0404,Indian Wells Masters,Hard,128,M,20240304,212,126214,,,Alejandro Tabilo,L,188.0,CHI,26.7,200303,,,Pavel Kotov,R,191.0,RUS,25.2,4-6 6-3 7-5,3,R128,127.0,3.0,3.0,89.0,52.0,43.0,21.0,16.0,5.0,7.0,3.0,6.0,76.0,53.0,42.0,9.0,15.0,2.0,5.0,39,1116,67.0,819.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,39,67.0,1116,819.0,4.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.62,2.3,1.66,2.34,1.7,2.34,1.64,2.26
2024-0404,Indian Wells Masters,Hard,128,M,20240304,211,104926,,WC,Fabio Fognini,R,178.0,ITA,36.7,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,27.1,4-6 6-2 6-3,3,R128,128.0,3.0,4.0,67.0,30.0,19.0,17.0,13.0,2.0,7.0,0.0,2.0,89.0,62.0,30.0,11.0,14.0,8.0,16.0,108,568,144.0,457.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,108,144.0,568,457.0,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.53,2.5,1.56,2.59,1.56,2.63,1.52,2.53
2024-0404,Indian Wells Masters,Hard,128,M,20240304,208,133430,,PR,Denis Shapovalov,L,185.0,CAN,24.8,122298,,,Botic Van De Zandschulp,R,191.0,NED,28.4,6-1 6-4,3,R128,77.0,8.0,4.0,51.0,29.0,23.0,13.0,9.0,3.0,4.0,3.0,6.0,57.0,32.0,21.0,7.0,8.0,3.0,7.0,131,485,82.0,750.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,131,82.0,485,750.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.68,2.3,1.7,2.3,1.64,2.24
2024-0404,Indian Wells Masters,Hard,128,M,20240304,207,105683,,PR,Milos Raonic,R,196.0,CAN,33.1,111576,,LL,Sumit Nagal,R,178.0,IND,26.5,6-3 6-3,3,R128,88.0,9.0,4.0,67.0,34.0,26.0,17.0,9.0,2.0,2.0,0.0,2.0,63.0,38.0,24.0,12.0,9.0,9.0,12.0,224,275,101.0,603.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,224,101.0,275,603.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.39,3.25,1.43,3.25,1.38,3.06
2024-0404,Indian Wells Masters,Hard,128,M,20240304,204,104918,,,Andy Murray,R,191.0,GBR,36.8,105676,,Q,David Goffin,R,180.0,BEL,33.2,6-3 6-2,3,R128,80.0,4.0,1.0,45.0,27.0,23.0,13.0,9.0,0.0,0.0,2.0,1.0,55.0,35.0,19.0,11.0,8.0,2.0,5.0,61,885,112.0,553.0,19,3/6/2024,Masters 1000,Outdoor,Hard,1st Round,3,61,112.0,885,553.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.71,2.25,1.74,2.25,1.67,2.19
2024-0404,Indian Wells Masters,Hard,128,M,20240304,203,206909,,WC,Brandon Nakashima,R,188.0,USA,22.5,111153,,,Christopher Eubanks,R,201.0,USA,27.8,6-3 7-6(3),3,R128,81.0,5.0,0.0,64.0,41.0,34.0,17.0,11.0,0.0,0.0,5.0,4.0,60.0,40.0,29.0,13.0,10.0,0.0,1.0,93,645,34.0,1234.0,19,3/6/2024,Masters 1000,Outdoor,Hard,1st Round,3,93,34.0,645,1234.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.48,2.82,1.53,2.82,1.48,2.67
2024-0404,Indian Wells Masters,Hard,128,M,20240304,200,105583,,,Dusan Lajovic,R,183.0,SRB,33.6,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.9,7-5 6-2,3,R128,115.0,3.0,2.0,72.0,54.0,38.0,7.0,10.0,5.0,6.0,2.0,2.0,66.0,43.0,26.0,8.0,10.0,8.0,12.0,56,927,46.0,1041.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,56,46.0,927,1041.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.76,1.5,2.9,1.45,2.74,1.45
2024-0404,Indian Wells Masters,Hard,128,M,20240304,199,106298,,Q,Lucas Pouille,R,185.0,FRA,30.0,127157,,,Daniel Altmaier,R,188.0,GER,25.4,6-4 6-3,3,R128,101.0,2.0,4.0,59.0,38.0,31.0,11.0,10.0,1.0,2.0,2.0,4.0,72.0,50.0,31.0,7.0,9.0,3.0,6.0,273,202,53.0,961.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,273,53.0,202,961.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.17,1.76,2.17,1.84,2.07,1.76
2024-0404,Indian Wells Masters,Hard,128,M,20240304,196,210150,,WC,Jakub Mensik,R,193.0,CZE,18.5,111805,,Q,Seong Chan Hong,R,175.0,KOR,26.6,6-3 6-4,3,R128,79.0,7.0,2.0,60.0,29.0,24.0,15.0,10.0,5.0,7.0,5.0,2.0,53.0,24.0,16.0,14.0,9.0,5.0,9.0,81,751,227.0,268.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,81,227.0,751,268.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.25,4.38,1.25,4.5,1.22,4.23
2024-0404,Indian Wells Masters,Hard,128,M,20240304,195,207686,,,Alexander Shevchenko,R,185.0,KAZ,23.2,136440,,,Dominik Koepfer,L,180.0,GER,29.8,6-3 1-6 7-6(3),3,R128,129.0,7.0,6.0,100.0,60.0,41.0,19.0,14.0,7.0,11.0,7.0,3.0,94.0,56.0,38.0,17.0,14.0,7.0,10.0,51,1000,49.0,1008.0,19,3/6/2024,Masters 1000,Outdoor,Hard,1st Round,3,51,49.0,1000,1008.0,6.0,3.0,1.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.67,2.31,1.68,2.31,1.76,2.21,1.67
2024-0404,Indian Wells Masters,Hard,128,M,20240304,192,106432,,,Borna Coric,R,188.0,CRO,27.3,124116,,,Sebastian Ofner,R,191.0,AUT,27.8,6-2 3-6 6-0,3,R128,96.0,4.0,4.0,62.0,38.0,28.0,12.0,11.0,0.0,2.0,3.0,5.0,67.0,30.0,19.0,16.0,12.0,0.0,6.0,35,1194,38.0,1116.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,35,38.0,1194,1116.0,6.0,2.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.3,3.5,1.36,3.42,1.37,3.5,1.33,3.36
2024-0404,Indian Wells Masters,Hard,128,M,20240304,191,106423,,,Thanasi Kokkinakis,R,193.0,AUS,27.8,106218,,,Marcos Giron,R,180.0,USA,30.6,6-3 7-5,3,R128,99.0,13.0,3.0,65.0,43.0,37.0,12.0,11.0,4.0,4.0,2.0,1.0,63.0,34.0,23.0,16.0,10.0,2.0,4.0,99,609,48.0,1015.0,19,3/6/2024,Masters 1000,Outdoor,Hard,1st Round,3,99,48.0,609,1015.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.63,1.5,2.84,1.48,2.84,1.53,2.65,1.48
2024-0404,Indian Wells Masters,Hard,128,M,20240304,188,106331,,,Christopher Oconnell,R,183.0,AUS,29.7,207733,,,Jack Draper,L,193.0,GBR,22.1,1-6 6-3 6-2,3,R128,142.0,8.0,4.0,85.0,41.0,31.0,19.0,12.0,8.0,11.0,4.0,5.0,82.0,39.0,27.0,18.0,12.0,11.0,15.0,66,819,37.0,1151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-0404,Indian Wells Masters,Hard,128,M,20240304,187,105870,,,Yannick Hanfmann,R,193.0,GER,32.3,106398,,,Pedro Cachin,R,185.0,ARG,28.8,6-7(7) 6-4 6-1,3,R128,139.0,7.0,2.0,87.0,51.0,38.0,20.0,14.0,2.0,4.0,1.0,3.0,102.0,62.0,38.0,17.0,15.0,4.0,10.0,57,920,79.0,754.0,19,3/6/2024,Masters 1000,Outdoor,Hard,1st Round,3,57,79.0,920,754.0,6.0,7.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.4,3.0,1.43,3.01,1.45,3.15,1.41,2.89
2024-0404,Indian Wells Masters,Hard,128,M,20240304,184,209992,,Q,Juncheng Shang,L,180.0,CHN,19.0,111442,,,Jordan Thompson,R,183.0,AUS,29.8,6-2 6-3,3,R128,98.0,1.0,4.0,72.0,38.0,24.0,18.0,9.0,4.0,6.0,4.0,2.0,56.0,29.0,16.0,11.0,8.0,7.0,12.0,139,465,33.0,1246.0,19,3/8/2024,Masters 1000,Outdoor,Hard,1st Round,3,139,33.0,465,1246.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.8,1.49,2.8,1.5,2.72,1.46
2024-0404,Indian Wells Masters,Hard,128,M,20240304,183,106121,,,Taro Daniel,R,191.0,JPN,31.0,123755,,,Daniel Elahi Galan,R,191.0,COL,27.7,6-4 6-1,3,R128,106.0,1.0,1.0,65.0,38.0,24.0,15.0,9.0,4.0,6.0,1.0,5.0,69.0,35.0,22.0,11.0,8.0,5.0,10.0,76,773,84.0,709.0,19,3/6/2024,Masters 1000,Outdoor,Hard,1st Round,3,76,84.0,773,709.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.46,2.9,1.53,2.9,1.46,2.72
2024-0404,Indian Wells Masters,Hard,128,M,20240304,180,205734,,Q,Thiago Seyboth Wild,R,185.0,BRA,23.9,200670,,,J J Wolf,R,183.0,USA,25.2,6-2 6-1,3,R128,60.0,5.0,3.0,44.0,27.0,24.0,9.0,8.0,0.0,0.0,2.0,7.0,44.0,17.0,10.0,10.0,7.0,3.0,7.0,65,820,94.0,640.0,19,3/7/2024,Masters 1000,Outdoor,Hard,1st Round,3,65,94.0,820,640.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.64,2.39,1.65,2.43,1.6,2.35
2024-0404,Indian Wells Masters,Hard,128,M,20240304,179,206681,,,Fabian Marozsan,R,193.0,HUN,24.4,200514,,LL,Jurij Rodionov,L,191.0,AUT,24.8,6-3 6-2,3,R128,71.0,3.0,1.0,57.0,35.0,26.0,11.0,9.0,7.0,8.0,3.0,4.0,52.0,27.0,17.0,9.0,8.0,2.0,6.0,58,914,96.0,631.0,19,3/6/2024,Masters 1000,Outdoor,Hard,1st Round,3,58,96.0,914,631.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.47,2.81,1.74,2.81,1.55,2.5
