tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,d1_ATP,d1_Date,d1_Series,d1_Court,d1_Surface,d1_Round,d1_Best of,d1_WRank,d1_LRank,d1_WPts,d1_LPts,d1_W1,d1_L1,d1_W2,d1_L2,d1_W3,d1_L3,d1_W4,d1_L4,d1_W5,d1_L5,d1_Wsets,d1_Lsets,d1_Comment,d1_B365W,d1_B365L,d1_PSW,d1_PSL,d1_MaxW,d1_MaxL,d1_AvgW,d1_AvgL
2023-0418,Washington,Hard,64,A,20230731,272,105554,9.0,,Daniel Evans,R,175.0,GBR,33.1,106296,,,Gregoire Barrere,R,183.0,FRA,29.4,2-6 6-0 6-3,3,R32,114.0,4.0,4.0,72.0,39.0,25.0,20.0,12.0,1.0,4.0,8.0,4.0,77.0,49.0,31.0,10.0,11.0,7.0,12.0,30.0,1321.0,59.0,884.0,47,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,30.0,59.0,1321.0,884.0,2.0,6.0,6.0,0.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.88,2.02,1.95,2.05,1.84,1.95
2023-0418,Washington,Hard,64,A,20230731,271,209992,,Q,Juncheng Shang,L,180.0,CHN,18.4,210097,14.0,,Ben Shelton,L,193.0,USA,20.8,6-2 3-6 6-3,3,R32,101.0,1.0,2.0,64.0,43.0,31.0,14.0,13.0,3.0,6.0,5.0,5.0,71.0,45.0,31.0,12.0,13.0,4.0,9.0,149.0,420.0,43.0,1065.0,47,8/1/2023,ATP500,Outdoor,Hard,2nd Round,3,149.0,43.0,420.0,1065.0,6.0,2.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.2,1.67,2.47,1.61,2.47,1.73,2.25,1.64
2023-0418,Washington,Hard,64,A,20230731,270,126207,2.0,,Frances Tiafoe,R,188.0,USA,25.5,106234,,,Aslan Karatsev,R,185.0,RUS,29.9,7-6(5) 7-6(5),3,R32,129.0,8.0,2.0,87.0,56.0,42.0,20.0,12.0,4.0,4.0,7.0,5.0,88.0,48.0,37.0,23.0,12.0,2.0,2.0,10.0,3085.0,75.0,798.0,47,8/2/2023,ATP500,Outdoor,Hard,2nd Round,3,10.0,75.0,3085.0,798.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.29,3.98,1.33,3.98,1.29,3.53
2023-0418,Washington,Hard,64,A,20230731,268,208260,,Q,Zachary Svajda,R,175.0,USA,20.6,126845,,,Max Purcell,R,185.0,AUS,25.3,4-6 7-6(2) 7-5,3,R64,185.0,10.0,0.0,117.0,71.0,48.0,27.0,17.0,11.0,15.0,12.0,1.0,108.0,69.0,50.0,18.0,17.0,6.0,10.0,233.0,259.0,78.0,778.0,47,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,233.0,78.0,259.0,778.0,4.0,6.0,7.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,2.0,1.8,1.98,1.91,2.04,1.91,1.96,1.83
2023-0418,Washington,Hard,64,A,20230731,267,206909,,,Brandon Nakashima,R,188.0,USA,21.9,126846,,,Aleksandar Vukic,R,188.0,AUS,27.3,7-6(5) 7-6(9),3,R64,126.0,8.0,2.0,86.0,53.0,38.0,18.0,12.0,4.0,7.0,7.0,1.0,98.0,56.0,35.0,23.0,12.0,4.0,7.0,70.0,830.0,62.0,855.0,47,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,70.0,62.0,830.0,855.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.12,1.51,3.12,1.4,2.88
2023-0418,Washington,Hard,64,A,20230731,264,200647,,LL,Sho Shimabukuro,R,180.0,JPN,26.0,144750,,PR,Lloyd Harris,R,193.0,RSA,26.4,6-4 6-3,3,R64,63.0,7.0,3.0,50.0,30.0,27.0,11.0,10.0,0.0,1.0,7.0,2.0,48.0,27.0,21.0,8.0,9.0,0.0,3.0,161.0,367.0,186.0,321.0,47,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,161.0,186.0,367.0,321.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,3.75,1.29,3.45,1.34,3.75,1.34,3.45,1.3
2023-0418,Washington,Hard,64,A,20230731,263,111442,,,Jordan Thompson,R,183.0,AUS,29.2,104731,,WC,Kevin Anderson,R,203.0,RSA,37.2,6-4 6-7(1) 6-1,3,R64,131.0,15.0,1.0,86.0,54.0,43.0,18.0,15.0,2.0,3.0,15.0,7.0,95.0,60.0,44.0,14.0,14.0,11.0,15.0,71.0,827.0,652.0,45.0,47,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,71.0,652.0,827.0,45.0,6.0,4.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.5,2.63,1.51,2.64,1.6,2.68,1.52,2.5
2023-0418,Washington,Hard,64,A,20230731,260,111581,,,Michael Mmoh,R,188.0,USA,25.5,105614,,Q,Bradley Klahn,L,183.0,USA,32.9,6-3 6-3,3,R64,82.0,8.0,2.0,51.0,34.0,28.0,11.0,9.0,2.0,2.0,4.0,5.0,61.0,42.0,28.0,6.0,9.0,6.0,9.0,112.0,564.0,797.0,26.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,112.0,797.0,564.0,26.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.31,3.68,1.33,3.68,1.3,3.47
2023-0418,Washington,Hard,64,A,20230731,259,105430,,,Radu Albot,R,175.0,MDA,33.7,106218,,,Marcos Giron,R,180.0,USA,30.0,6-3 5-7 7-5,3,R64,163.0,3.0,5.0,124.0,85.0,53.0,19.0,17.0,12.0,17.0,12.0,2.0,103.0,62.0,37.0,21.0,16.0,8.0,14.0,97.0,615.0,69.0,830.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,97.0,69.0,615.0,830.0,6.0,3.0,5.0,7.0,7.0,5.0,,,,,2.0,1.0,Completed,3.2,1.36,3.05,1.43,3.2,1.47,2.93,1.4
2023-0418,Washington,Hard,64,A,20230731,256,106281,,,Liam Broady,L,183.0,GBR,29.5,144895,,,Corentin Moutet,L,180.0,FRA,24.2,7-6(0) 6-4,3,R64,134.0,2.0,3.0,75.0,38.0,29.0,15.0,11.0,2.0,6.0,4.0,1.0,79.0,48.0,27.0,12.0,11.0,4.0,9.0,125.0,504.0,80.0,750.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,125.0,80.0,504.0,750.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.83,2.08,1.84,2.16,1.78,2.01
2023-0418,Washington,Hard,64,A,20230731,255,104792,,WC,Gael Monfils,R,193.0,FRA,36.9,106216,,Q,Bjorn Fratangelo,R,183.0,USA,30.0,6-3 6-4,3,R64,71.0,6.0,1.0,51.0,33.0,29.0,12.0,10.0,2.0,2.0,1.0,2.0,61.0,41.0,25.0,12.0,9.0,5.0,7.0,323.0,162.0,695.0,38.0,47,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,323.0,695.0,162.0,38.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.3,3.5,1.34,3.52,1.34,3.6,1.31,3.43
2023-0418,Washington,Hard,64,A,20230731,252,111456,,,Mackenzie Mcdonald,R,178.0,USA,28.2,106043,,,Diego Schwartzman,R,170.0,ARG,30.9,6-3 6-3,3,R64,77.0,6.0,3.0,49.0,31.0,26.0,11.0,9.0,1.0,1.0,2.0,3.0,63.0,44.0,27.0,9.0,9.0,6.0,9.0,60.0,870.0,95.0,615.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,60.0,95.0,870.0,615.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.54,2.64,1.61,2.64,1.53,2.47
2023-0418,Washington,Hard,64,A,20230731,251,200325,,,Emil Ruusuvuori,R,188.0,FIN,24.3,106005,,,Constant Lestienne,R,180.0,FRA,31.1,6-4 6-4,3,R64,86.0,7.0,0.0,62.0,46.0,34.0,11.0,10.0,1.0,1.0,4.0,3.0,54.0,25.0,19.0,17.0,10.0,2.0,4.0,55.0,901.0,109.0,574.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,55.0,109.0,901.0,574.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.37,3.34,1.41,3.6,1.35,3.15
2023-0418,Washington,Hard,64,A,20230731,248,106423,,,Thanasi Kokkinakis,R,193.0,AUS,27.3,106121,,,Taro Daniel,R,191.0,JPN,30.5,2-6 6-4 6-4,3,R64,160.0,5.0,6.0,92.0,56.0,42.0,14.0,14.0,4.0,8.0,3.0,1.0,93.0,47.0,34.0,23.0,14.0,4.0,8.0,86.0,696.0,111.0,568.0,47,8/1/2023,ATP500,Outdoor,Hard,1st Round,3,86.0,111.0,696.0,568.0,2.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.7,2.27,1.72,2.45,1.63,2.25
2023-0418,Washington,Hard,64,A,20230731,247,133297,,,Yosuke Watanuki,R,180.0,JPN,25.3,200059,,,Yibing Wu,R,183.0,CHN,23.7,1-4 RET,3,R64,20.0,1.0,0.0,13.0,6.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,13.0,8.0,7.0,5.0,3.0,0.0,0.0,99.0,608.0,90.0,683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0418,Washington,Hard,64,A,20230731,244,207686,,,Alexander Shevchenko,R,185.0,KAZ,22.6,202195,,,Maxime Cressy,R,201.0,USA,26.2,6-3 7-6(8),3,R64,100.0,3.0,4.0,78.0,38.0,27.0,21.0,11.0,1.0,3.0,5.0,7.0,65.0,34.0,22.0,15.0,10.0,3.0,6.0,93.0,632.0,96.0,615.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,93.0,96.0,632.0,615.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.93,1.45,3.22,1.54,2.7,1.46
2023-0418,Washington,Hard,64,A,20230731,243,106296,,,Gregoire Barrere,R,183.0,FRA,29.4,208278,,Q,Shintaro Mochizuki,R,175.0,JPN,20.1,6-4 6-7(7) 6-3,3,R64,139.0,8.0,4.0,95.0,56.0,39.0,22.0,15.0,5.0,8.0,4.0,5.0,118.0,61.0,40.0,25.0,16.0,5.0,11.0,59.0,884.0,200.0,304.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,59.0,200.0,884.0,304.0,6.0,4.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,1.44,2.75,1.47,2.88,1.51,2.88,1.47,2.67
2023-0418,Washington,Hard,64,A,20230731,240,209992,,Q,Juncheng Shang,L,180.0,CHN,18.4,105877,,,Emilio Gomez,R,185.0,ECU,31.6,6-3 6-3,3,R64,84.0,3.0,0.0,56.0,31.0,21.0,15.0,9.0,1.0,2.0,2.0,3.0,60.0,32.0,21.0,10.0,9.0,3.0,7.0,149.0,420.0,155.0,384.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,149.0,155.0,420.0,384.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.25,4.0,1.24,4.56,1.25,4.7,1.21,4.3
2023-0418,Washington,Hard,64,A,20230731,239,106234,,,Aslan Karatsev,R,185.0,RUS,29.9,208485,,Q,Kiranpal Pannu,R,185.0,NZL,26.5,7-6(3) 6-1,3,R64,98.0,7.0,3.0,54.0,32.0,24.0,18.0,10.0,1.0,2.0,5.0,7.0,69.0,38.0,26.0,11.0,9.0,6.0,9.0,75.0,798.0,717.0,35.0,47,7/31/2023,ATP500,Outdoor,Hard,1st Round,3,75.0,717.0,798.0,35.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.08,10.23,1.1,10.23,1.06,8.85
2023-0421,Canada Masters,Hard,64,M,20230807,300,206173,7.0,,Jannik Sinner,R,191.0,ITA,21.9,200282,,,Alex De Minaur,R,183.0,AUS,24.4,6-4 6-1,3,F,89.0,5.0,3.0,52.0,26.0,19.0,15.0,9.0,2.0,4.0,1.0,1.0,53.0,28.0,13.0,10.0,8.0,5.0,10.0,8.0,3815.0,18.0,2085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,299,206173,7.0,,Jannik Sinner,R,191.0,ITA,21.9,126205,12.0,,Tommy Paul,R,185.0,USA,26.2,6-4 6-4,3,SF,116.0,4.0,3.0,70.0,32.0,25.0,16.0,10.0,8.0,11.0,3.0,2.0,64.0,43.0,26.0,8.0,10.0,5.0,10.0,8.0,3815.0,14.0,2345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,298,200282,,,Alex De Minaur,R,183.0,AUS,24.4,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,24.1,6-1 6-3,3,SF,77.0,4.0,0.0,53.0,25.0,14.0,15.0,8.0,6.0,9.0,0.0,4.0,46.0,27.0,11.0,5.0,8.0,2.0,9.0,18.0,2085.0,37.0,1140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,297,126205,12.0,,Tommy Paul,R,185.0,USA,26.2,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,20.2,6-3 4-6 6-3,3,QF,140.0,2.0,1.0,87.0,54.0,37.0,19.0,14.0,3.0,5.0,4.0,6.0,99.0,66.0,44.0,16.0,14.0,6.0,10.0,14.0,2345.0,1.0,9225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,296,206173,7.0,,Jannik Sinner,R,191.0,ITA,21.9,104792,,PR,Gael Monfils,R,193.0,FRA,36.9,6-4 4-6 6-3,3,QF,142.0,5.0,3.0,89.0,44.0,36.0,21.0,15.0,0.0,2.0,19.0,5.0,87.0,51.0,41.0,14.0,14.0,1.0,4.0,8.0,3815.0,276.0,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,295,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,24.1,111456,,,Mackenzie Mcdonald,R,178.0,USA,28.3,6-4 6-2,3,QF,96.0,3.0,3.0,68.0,45.0,28.0,13.0,9.0,6.0,8.0,2.0,5.0,60.0,32.0,20.0,9.0,9.0,4.0,9.0,37.0,1140.0,59.0,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,294,200282,,,Alex De Minaur,R,183.0,AUS,24.4,106421,2.0,,Daniil Medvedev,R,198.0,RUS,27.4,7-6(7) 7-5,3,QF,123.0,1.0,0.0,77.0,44.0,35.0,15.0,12.0,1.0,4.0,8.0,7.0,87.0,46.0,25.0,23.0,12.0,4.0,8.0,18.0,2085.0,3.0,6360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,293,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,20.2,128034,15.0,,Hubert Hurkacz,R,196.0,POL,26.4,3-6 7-6(2) 7-6(3),3,R16,158.0,6.0,1.0,96.0,57.0,43.0,24.0,16.0,1.0,5.0,8.0,1.0,111.0,58.0,43.0,28.0,17.0,7.0,10.0,1.0,9225.0,17.0,2195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,292,126205,12.0,,Tommy Paul,R,185.0,USA,26.2,106218,,Q,Marcos Giron,R,180.0,USA,30.0,6-3 6-2,3,R16,92.0,5.0,1.0,76.0,41.0,25.0,21.0,9.0,7.0,8.0,2.0,0.0,51.0,29.0,21.0,5.0,8.0,0.0,4.0,14.0,2345.0,70.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,291,104792,,PR,Gael Monfils,R,193.0,FRA,36.9,126846,,LL,Aleksandar Vukic,R,188.0,AUS,27.3,6-4 6-4,3,R16,81.0,9.0,1.0,60.0,30.0,26.0,17.0,10.0,2.0,2.0,4.0,1.0,64.0,38.0,27.0,13.0,10.0,5.0,7.0,276.0,207.0,62.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,290,206173,7.0,,Jannik Sinner,R,191.0,ITA,21.9,104918,,,Andy Murray,R,191.0,GBR,36.2,W/O,3,R16,0.0,,,,,,,,,,,,,,,,,,,8.0,3815.0,40.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,289,111456,,,Mackenzie Mcdonald,R,178.0,USA,28.3,105683,,WC,Milos Raonic,R,196.0,CAN,32.6,6-3 6-3,3,R16,68.0,5.0,2.0,52.0,37.0,30.0,10.0,9.0,2.0,2.0,9.0,6.0,55.0,35.0,27.0,6.0,9.0,2.0,5.0,59.0,870.0,545.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,288,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,24.1,134770,3.0,,Casper Ruud,R,183.0,NOR,24.6,7-6(4) 4-6 7-6(4),3,R16,185.0,9.0,4.0,114.0,75.0,53.0,20.0,17.0,4.0,7.0,9.0,4.0,124.0,72.0,49.0,28.0,17.0,3.0,5.0,37.0,1140.0,5.0,4985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,287,200282,,,Alex De Minaur,R,183.0,AUS,24.4,126203,8.0,,Taylor Fritz,R,196.0,USA,25.7,7-6(7) 4-6 6-1,3,R16,146.0,1.0,6.0,99.0,50.0,35.0,29.0,15.0,12.0,15.0,14.0,1.0,106.0,63.0,42.0,20.0,14.0,4.0,8.0,18.0,2085.0,9.0,3605.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,286,106421,2.0,,Daniil Medvedev,R,198.0,RUS,27.4,207518,16.0,,Lorenzo Musetti,R,185.0,ITA,21.4,6-4 6-4,3,R16,93.0,2.0,5.0,55.0,34.0,28.0,10.0,10.0,1.0,2.0,2.0,2.0,61.0,36.0,26.0,11.0,10.0,3.0,6.0,3.0,6360.0,19.0,1950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,285,207989,1.0,,Carlos Alcaraz,R,183.0,ESP,20.2,210097,,,Ben Shelton,L,193.0,USA,20.8,6-3 7-6(3),3,R32,98.0,4.0,2.0,78.0,45.0,32.0,22.0,11.0,3.0,3.0,5.0,4.0,62.0,37.0,26.0,15.0,10.0,2.0,3.0,1.0,9225.0,41.0,1065.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,284,128034,15.0,,Hubert Hurkacz,R,196.0,POL,26.4,200175,,,Miomir Kecmanovic,R,183.0,SRB,23.9,5-7 6-3 6-0,3,R32,112.0,25.0,2.0,82.0,55.0,45.0,13.0,14.0,4.0,5.0,1.0,5.0,87.0,45.0,29.0,22.0,13.0,3.0,7.0,17.0,2195.0,44.0,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,283,126205,12.0,,Tommy Paul,R,185.0,USA,26.2,202103,,,Francisco Cerundolo,R,185.0,ARG,24.9,7-6(2) 6-7(2) 6-3,3,R32,167.0,5.0,2.0,96.0,51.0,41.0,22.0,16.0,2.0,5.0,4.0,4.0,125.0,71.0,46.0,23.0,17.0,5.0,10.0,14.0,2345.0,22.0,1565.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,282,106218,,Q,Marcos Giron,R,180.0,USA,30.0,208029,5.0,,Holger Rune,R,188.0,DEN,20.2,6-2 4-6 6-3,3,R32,126.0,6.0,6.0,98.0,47.0,37.0,24.0,13.0,6.0,8.0,6.0,12.0,96.0,56.0,35.0,16.0,14.0,4.0,9.0,70.0,830.0,6.0,4825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,281,104792,,PR,Gael Monfils,R,193.0,FRA,36.9,126774,4.0,,Stefanos Tsitsipas,R,193.0,GRE,24.9,6-4 6-3,3,R32,85.0,5.0,7.0,59.0,33.0,28.0,13.0,9.0,3.0,3.0,5.0,3.0,66.0,42.0,29.0,13.0,10.0,1.0,4.0,276.0,207.0,4.0,5090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,280,126846,,LL,Aleksandar Vukic,R,188.0,AUS,27.3,200624,,,Sebastian Korda,R,196.0,USA,23.0,6-3 4-6 7-6(5),3,R32,118.0,11.0,2.0,99.0,58.0,47.0,22.0,16.0,2.0,4.0,3.0,1.0,99.0,75.0,53.0,14.0,15.0,6.0,8.0,62.0,855.0,32.0,1275.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,279,104918,,,Andy Murray,R,191.0,GBR,36.2,126845,,Q,Max Purcell,R,185.0,AUS,25.3,7-6(2) 3-6 7-5,3,R32,167.0,5.0,1.0,99.0,62.0,41.0,25.0,16.0,2.0,5.0,10.0,4.0,106.0,57.0,44.0,24.0,17.0,7.0,10.0,40.0,1075.0,78.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,278,206173,7.0,,Jannik Sinner,R,191.0,ITA,21.9,126610,,,Matteo Berrettini,R,196.0,ITA,27.3,6-4 6-3,3,R32,90.0,10.0,2.0,63.0,41.0,34.0,12.0,10.0,7.0,7.0,10.0,2.0,50.0,33.0,26.0,8.0,9.0,2.0,4.0,8.0,3815.0,38.0,1112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,277,111456,,,Mackenzie Mcdonald,R,178.0,USA,28.3,126094,6.0,,Andrey Rublev,R,188.0,RUS,25.7,6-4 6-3,3,R32,86.0,3.0,1.0,60.0,37.0,28.0,14.0,9.0,2.0,2.0,0.0,3.0,67.0,27.0,19.0,20.0,10.0,4.0,7.0,59.0,870.0,7.0,4595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,276,105683,,WC,Milos Raonic,R,196.0,CAN,32.6,106121,,Q,Taro Daniel,R,191.0,JPN,30.5,6-4 6-3,3,R32,90.0,15.0,2.0,51.0,29.0,26.0,15.0,10.0,0.0,0.0,3.0,2.0,69.0,41.0,31.0,11.0,9.0,5.0,7.0,545.0,65.0,115.0,564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,275,200221,,,Alejandro Davidovich Fokina,R,183.0,ESP,24.1,100644,13.0,,Alexander Zverev,R,198.0,GER,26.2,6-1 6-2,3,R32,60.0,2.0,0.0,45.0,25.0,19.0,14.0,8.0,0.0,0.0,5.0,6.0,36.0,18.0,11.0,3.0,7.0,0.0,4.0,37.0,1140.0,16.0,2265.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,274,134770,3.0,,Casper Ruud,R,183.0,NOR,24.6,208103,,,Jiri Lehecka,R,185.0,CZE,21.7,7-6(6) 6-4,3,R32,103.0,5.0,6.0,69.0,41.0,34.0,17.0,11.0,3.0,3.0,5.0,4.0,77.0,51.0,40.0,9.0,11.0,4.0,5.0,5.0,4985.0,36.0,1163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,273,126203,8.0,,Taylor Fritz,R,196.0,USA,25.7,200005,,,Ugo Humbert,L,188.0,FRA,25.1,7-6(7) 3-6 6-3,3,R32,148.0,10.0,9.0,108.0,60.0,46.0,23.0,15.0,8.0,11.0,13.0,4.0,93.0,58.0,45.0,17.0,15.0,5.0,8.0,9.0,3605.0,34.0,1233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,272,200282,,,Alex De Minaur,R,183.0,AUS,24.4,209113,,,Gabriel Diallo,R,203.0,CAN,21.8,6-4 7-5,3,R32,110.0,7.0,4.0,69.0,39.0,28.0,18.0,11.0,3.0,5.0,6.0,6.0,74.0,42.0,24.0,18.0,11.0,8.0,12.0,18.0,2085.0,141.0,443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,271,207518,16.0,,Lorenzo Musetti,R,185.0,ITA,21.4,106423,,Q,Thanasi Kokkinakis,R,193.0,AUS,27.3,4-6 7-5 6-4,3,R32,172.0,4.0,3.0,104.0,53.0,40.0,30.0,16.0,6.0,8.0,9.0,5.0,99.0,58.0,44.0,20.0,16.0,3.0,6.0,19.0,1950.0,86.0,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,270,106421,2.0,,Daniil Medvedev,R,198.0,RUS,27.4,208286,,Q,Matteo Arnaldi,R,185.0,ITA,22.4,6-2 7-5,3,R32,86.0,9.0,5.0,61.0,43.0,31.0,12.0,10.0,3.0,3.0,4.0,2.0,67.0,32.0,21.0,18.0,10.0,5.0,8.0,3.0,6360.0,66.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,268,210097,,,Ben Shelton,L,193.0,USA,20.8,126523,,,Bernabe Zapata Miralles,R,183.0,ESP,26.5,7-6(1) 6-4,3,R64,91.0,5.0,6.0,68.0,38.0,32.0,10.0,11.0,2.0,5.0,0.0,4.0,76.0,54.0,29.0,9.0,11.0,3.0,7.0,41.0,1065.0,64.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,267,200175,,,Miomir Kecmanovic,R,183.0,SRB,23.9,106426,,Q,Cristian Garin,R,185.0,CHI,27.1,7-6(2) 4-6 6-4,3,R64,166.0,1.0,5.0,126.0,73.0,51.0,24.0,16.0,12.0,16.0,7.0,2.0,101.0,60.0,42.0,17.0,16.0,3.0,7.0,44.0,1020.0,101.0,606.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-0421,Canada Masters,Hard,64,M,20230807,266,128034,15.0,,Hubert Hurkacz,R,196.0,POL,26.4,122330,,,Alexander Bublik,R,196.0,KAZ,26.1,6-3 7-6(2),3,R64,76.0,7.0,2.0,62.0,41.0,31.0,11.0,10.0,1.0,3.0,10.0,10.0,72.0,39.0,26.0,14.0,11.0,3.0,7.0,17.0,2195.0,28.0,1384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
